user_id,journey_id,fim
565185,599,2023-05-11 16:49:19.388012
566857,516,2023-02-18 02:36:28.400389
566857,557,2022-01-25 18:47:06.776302
566857,556,2022-01-25 18:48:00.571348
566857,421,2023-02-07 21:22:30.753204
566857,413,2023-02-07 21:38:41.459995
567209,519,2023-02-17 23:22:10.074615
567209,455,2023-02-17 23:22:22.714568
567209,518,2023-02-17 23:22:16.479550
567209,456,2023-02-17 23:22:24.247294
567209,421,2023-02-07 21:30:56.597191
567701,421,2023-02-08 12:08:04.163918
567915,421,2023-02-07 21:45:35.215541
568090,421,2023-02-07 21:44:54.048541
568109,421,2023-02-07 21:45:25.628932
568109,413,2023-02-07 22:00:08.459089
568109,211,2023-02-07 21:59:40.904235
568515,813,2023-01-16 19:01:27.718058
568607,421,2023-02-07 21:55:57.797510
568607,413,2023-02-07 22:04:27.851873
569473,421,2023-02-07 22:16:13.487206
569473,413,2023-02-07 22:31:45.586464
569545,720,2022-09-08 15:29:17.058392
570103,869,2023-06-21 14:19:52.935434
570103,861,2023-05-31 11:01:30.149830
570103,599,2023-06-02 21:32:21.620745
570103,696,2023-06-26 09:08:27.003941
570103,380,2023-06-26 11:12:55.223590
570103,25,2023-06-19 12:58:28.843099
570103,86,2022-10-20 16:18:07.520905
570103,413,2023-02-14 17:06:13.795076
570103,158,2023-05-31 11:08:36.556010
570103,757,2023-03-24 15:29:45.244525
570214,86,2022-10-31 20:36:48.143370
570725,434,2023-02-07 22:38:19.009694
570855,434,2023-02-07 22:39:23.291462
572078,457,2023-02-17 19:18:20.437082
572078,512,2023-02-17 19:17:56.178492
572078,509,2023-02-17 19:27:03.142464
572078,458,2023-02-17 19:26:36.824759
572078,513,2023-02-17 20:54:14.299928
572078,514,2023-02-17 22:22:57.472711
572078,421,2023-02-08 12:19:04.604217
572078,413,2023-02-08 12:20:10.513453
572674,446,2023-02-08 12:31:54.119492
572741,86,2022-03-23 16:58:44.029652
575926,86,2023-03-17 14:38:17.899716
575942,599,2023-03-24 13:40:50.849651
575942,124,2022-02-16 22:58:11.517590
576683,805,2023-01-09 21:25:37.499876
576683,158,2023-04-23 23:33:32.715211
576683,696,2023-01-09 21:43:13.627802
577110,86,2023-08-09 18:33:36.429655
579383,86,2022-05-10 19:44:26.372312
579383,456,2023-02-17 13:56:10.775370
581211,458,2023-02-17 17:31:09.363371
581211,469,2023-02-17 17:33:55.642722
581931,467,2023-02-17 17:41:08.866582
581931,463,2023-02-17 18:08:00.070668
581931,465,2023-02-17 17:39:13.291317
581931,468,2023-02-17 17:41:00.061315
581931,460,2023-02-17 17:45:22.957494
581931,461,2023-02-17 17:46:22.256191
581931,462,2023-02-17 18:06:58.948994
583190,455,2023-02-17 18:02:38.110569
583190,456,2023-02-17 18:02:31.845629
583190,86,2022-08-23 00:03:43.951996
583190,696,2022-10-15 14:56:15.848279
583190,748,2022-10-15 14:40:25.333668
583190,380,2022-10-26 22:19:21.690836
584716,86,2022-07-18 20:10:48.877098
585116,25,2022-05-01 20:13:30.141319
585116,599,2022-10-14 01:02:57.355298
585116,86,2022-05-01 18:37:11.270140
585116,468,2023-02-17 18:27:54.234930
585116,465,2023-02-17 18:27:23.920605
585116,124,2022-05-04 11:04:36.442970
585116,747,2023-03-24 14:52:40.025175
585116,749,2023-03-24 14:55:00.578971
585116,741,2023-03-24 14:45:01.212635
585116,380,2022-10-14 17:47:08.158898
585858,451,2023-02-17 18:37:20.631074
585858,170,2023-02-17 18:40:17.608264
585858,239,2023-02-17 21:23:37.640475
585858,465,2023-02-17 18:33:54.724206
585858,468,2023-02-17 18:34:03.341249
585858,467,2023-02-17 18:34:05.571796
585858,460,2023-02-17 18:34:11.355352
586330,463,2023-02-17 18:38:28.218331
586330,465,2023-02-17 18:37:40.493301
586330,468,2023-02-17 18:37:41.767955
586330,467,2023-02-17 18:37:48.595390
586330,460,2023-02-17 18:38:00.742941
586330,461,2023-02-17 18:38:07.505475
586330,462,2023-02-17 18:38:21.484382
586888,456,2023-02-17 18:46:37.938753
586888,455,2023-02-17 18:46:42.209371
587271,158,2023-04-29 16:53:05.544503
587367,469,2023-02-17 20:01:13.503441
587367,811,2022-12-23 02:06:54.570638
587367,696,2022-12-23 02:17:37.841577
587367,380,2023-01-19 15:19:24.603104
587367,810,2023-01-22 21:25:19.485271
587367,459,2023-02-17 19:57:17.082573
587367,458,2023-02-17 19:56:54.187787
587482,86,2022-08-16 05:31:41.907296
587975,86,2022-05-01 19:43:44.735152
587975,456,2023-02-17 19:03:49.648687
587975,455,2023-02-17 19:03:54.651937
588347,459,2023-02-17 19:11:02.101618
588347,458,2023-02-17 19:10:53.176817
588439,813,2023-02-01 22:26:29.971289
588439,86,2023-02-01 22:35:15.137921
588439,599,2023-02-01 22:44:21.661026
588451,456,2023-02-17 19:12:39.869152
588451,455,2023-02-17 19:12:42.627653
589086,158,2023-04-29 16:48:32.812277
589326,459,2023-02-17 19:32:14.744237
589326,458,2023-02-17 19:31:47.926630
589326,158,2023-05-19 05:03:14.661972
589803,86,2022-08-09 14:40:06.220916
592946,86,2023-08-03 13:49:50.467886
592946,514,2023-02-17 20:52:35.891886
592946,513,2023-02-17 20:43:55.019383
593057,457,2023-02-17 20:49:05.766231
593057,513,2023-02-17 20:57:55.839460
593057,514,2023-02-17 20:59:04.860790
593057,509,2023-02-17 20:59:05.165947
593057,512,2023-02-17 20:47:26.290294
593057,458,2023-02-17 20:50:09.896996
593057,516,2023-03-03 18:40:52.954373
593057,356,2023-03-03 18:41:23.118896
594238,516,2023-02-23 21:44:50.785578
596635,813,2023-01-31 01:57:57.507309
596635,513,2023-02-17 21:51:07.134951
596636,86,2023-06-07 02:59:48.479194
596736,639,2022-05-26 17:37:22.039709
596736,640,2022-05-26 17:53:00.750894
596736,516,2023-02-17 21:52:27.798241
596736,517,2022-05-02 17:51:27.495614
596736,124,2022-04-29 11:20:58.342470
596736,599,2022-05-26 17:54:23.440289
597600,517,2022-01-08 21:40:19.848985
597600,556,2022-01-19 20:01:43.415376
597793,516,2023-02-17 23:00:49.059575
597793,459,2023-02-18 02:36:59.998684
597793,458,2023-02-18 02:36:10.567573
597793,469,2023-02-18 02:42:54.036121
598688,86,2022-11-04 19:13:47.599881
599366,632,2022-05-17 02:24:33.560772
600729,86,2022-11-04 02:36:10.282238
603041,86,2022-10-20 15:25:03.123619
603620,813,2023-01-02 18:21:50.589432
603620,25,2023-01-06 00:16:54.324618
603620,599,2023-01-05 23:50:24.740229
607572,86,2022-09-28 21:25:19.761576
608283,523,2023-03-03 18:09:52.763132
608344,513,2023-03-03 18:13:31.932687
608749,523,2023-03-03 18:24:17.040533
612337,556,2022-01-26 23:41:18.191833
612337,557,2022-01-26 23:39:33.999488
612337,559,2022-01-26 23:40:44.341176
615815,86,2022-07-21 18:29:03.807298
615827,86,2023-03-17 01:54:02.378776
616837,813,2023-01-15 02:36:05.987829
616837,25,2023-01-16 03:04:28.251912
616837,86,2023-01-16 02:20:24.603261
616837,599,2023-01-16 02:45:06.124434
616837,380,2023-01-16 03:54:24.226255
618801,86,2022-07-24 21:54:45.922431
619176,86,2022-01-04 01:18:22.742722
620364,720,2023-03-24 00:04:18.012130
620559,650,2023-03-02 20:05:37.927565
620559,602,2023-03-02 20:12:47.854302
620559,600,2023-03-02 20:41:29.609052
621182,813,2022-12-22 19:39:31.145016
621182,124,2022-02-14 01:08:47.274956
621182,25,2022-02-13 18:29:07.617664
621182,416,2022-03-26 15:02:49.514171
621182,805,2022-12-06 22:19:05.288456
621329,86,2022-08-03 00:24:32.122387
621329,465,2022-01-03 22:57:43.113353
621329,468,2022-01-03 23:02:08.647080
623158,25,2022-01-21 19:21:04.842159
623265,86,2022-02-02 14:28:20.703862
623265,416,2022-03-21 23:16:21.854338
623295,839,2023-04-18 23:43:23.891060
623295,779,2022-11-06 23:48:14.516110
623295,86,2022-01-17 12:40:39.017537
623295,25,2022-05-31 15:01:25.692507
623295,599,2022-05-31 12:21:02.388638
623295,638,2023-03-23 15:50:47.979028
623295,590,2023-03-23 15:49:57.951407
623295,416,2022-03-04 19:22:52.688294
623295,639,2022-05-17 14:05:45.416658
623295,640,2022-05-17 14:19:28.594283
623295,387,2023-03-23 18:26:14.851447
623295,386,2023-03-23 19:34:42.216999
623295,681,2023-03-23 18:18:53.042789
623295,682,2023-03-23 18:26:13.311502
623295,649,2023-03-23 15:39:41.148550
623295,380,2022-05-31 13:54:00.687218
623295,637,2023-03-23 15:50:31.021577
623295,634,2023-03-23 15:51:01.340514
623295,653,2023-03-23 15:43:55.173258
623295,589,2023-03-23 15:50:03.098328
623295,517,2022-01-17 13:53:09.935850
623453,517,2022-01-08 00:27:47.421935
624963,25,2022-07-20 14:14:25.056539
624963,386,2023-03-23 20:03:59.760257
624963,599,2022-07-20 13:51:40.786113
624963,681,2023-03-23 19:47:56.212412
624963,380,2022-07-20 15:36:34.899355
624963,682,2023-03-23 19:48:02.341547
624963,387,2023-03-23 19:48:10.090961
625024,86,2022-01-18 22:46:15.042372
628591,557,2022-01-22 01:52:19.977720
628591,86,2022-01-22 02:08:19.963704
628594,554,2022-01-22 01:45:51.578437
628605,557,2022-01-22 02:43:31.093751
628750,557,2022-01-22 17:39:07.124439
629254,25,2022-04-23 14:03:07.513200
629254,303,2023-03-23 15:27:45.485384
629254,557,2022-01-24 07:28:11.130157
629254,556,2022-01-29 06:49:07.620991
629254,639,2022-05-13 01:48:58.269418
629254,517,2022-04-25 18:37:02.405417
629254,124,2022-04-23 14:56:35.141355
629254,640,2022-05-13 01:57:15.148873
629254,599,2022-05-13 16:12:07.344811
629254,380,2022-05-24 17:33:32.134603
629254,665,2023-03-23 17:07:00.597288
629254,666,2023-03-23 17:07:02.886282
629346,557,2022-01-24 14:07:53.632374
629603,557,2022-01-24 18:21:51.574001
629603,86,2022-01-24 19:24:41.062613
631729,557,2022-01-26 02:35:04.410937
631729,556,2022-01-31 18:17:39.232699
632122,557,2022-01-26 17:05:52.247862
632831,557,2022-01-27 17:55:33.205453
632831,559,2022-01-31 13:16:45.137083
633042,86,2022-01-27 16:02:17.693759
633042,559,2022-01-27 15:42:44.414832
633042,557,2022-01-27 15:42:07.122152
633701,86,2023-05-15 17:50:41.319557
633701,709,2022-08-16 01:16:10.133847
633701,25,2022-03-29 21:38:27.334316
633877,86,2023-02-10 15:43:07.504406
634131,557,2022-01-28 16:12:58.750898
634131,556,2022-01-28 16:15:43.386171
634131,25,2022-04-25 21:22:29.475056
634131,517,2022-05-04 03:47:02.222277
634131,559,2022-01-28 16:14:25.787810
634131,124,2022-04-26 20:26:57.793700
