id,key,superfit_dis,superfit_sin,superfit_cur,superfit_int,superfit_eng,superfit_res
1042784,SF_DR,56.00,52.00,50.00,54.00,52.00,56.00
1042720,SF_DI,56.00,46.00,40.00,62.00,44.00,48.00
1042805,SF_DI,60.00,44.00,46.00,56.00,54.00,52.00
1041314,SF_ER,52.00,44.00,54.00,58.00,60.00,66.00
1042791,SF_DI,54.00,44.00,42.00,46.00,40.00,40.00
1041984,SF_DS,58.00,48.00,16.00,26.00,16.00,28.00
897671,SF_DC,50.00,38.00,48.00,32.00,30.00,44.00
1042836,SF_generic,48.00,38.00,32.00,46.00,30.00,36.00
1042849,SF_CE,18.00,20.00,20.00,12.00,20.00,20.00
1042786,SF_DE,62.00,34.00,46.00,60.00,60.00,54.00
1042832,SF_DI,60.00,50.00,46.00,54.00,42.00,50.00
1042772,SF_DC,54.00,36.00,52.00,34.00,34.00,52.00
1036644,SF_IR,48.00,52.00,38.00,54.00,48.00,58.00
1040796,SF_DE,74.00,56.00,54.00,56.00,64.00,60.00
1040924,SF_DI,60.00,46.00,50.00,56.00,48.00,54.00
1042780,SF_DR,46.00,42.00,32.00,36.00,36.00,44.00
1042669,SF_DI,62.00,56.00,42.00,60.00,46.00,52.00
1042657,SF_DI,76.00,52.00,42.00,58.00,52.00,58.00
1042816,SF_IR,56.00,56.00,48.00,60.00,52.00,62.00
1042202,SF_DI,62.00,48.00,46.00,72.00,56.00,56.00
1042867,SF_CI,54.00,52.00,58.00,64.00,54.00,56.00
1030083,SF_DE,46.00,32.00,28.00,36.00,42.00,36.00
1042830,SF_DC,64.00,46.00,66.00,54.00,60.00,58.00
1041834,SF_DS,50.00,54.00,38.00,44.00,36.00,36.00
1042820,SF_DI,66.00,48.00,50.00,58.00,38.00,44.00
1042687,SF_DR,58.00,40.00,34.00,40.00,50.00,54.00
1042876,SF_generic,36.00,28.00,28.00,24.00,22.00,32.00
1042848,SF_SR,56.00,64.00,48.00,60.00,50.00,62.00
1042901,SF_IR,50.00,44.00,46.00,56.00,42.00,70.00
1042819,SF_DR,78.00,64.00,50.00,52.00,58.00,64.00
1038742,SF_DI,66.00,50.00,38.00,64.00,62.00,64.00
1041498,SF_DS,62.00,60.00,32.00,44.00,34.00,36.00
1042594,SF_CI,52.00,36.00,62.00,56.00,50.00,50.00
1042833,SF_DI,48.00,38.00,38.00,52.00,32.00,46.00
1042812,SF_DC,66.00,50.00,56.00,56.00,56.00,56.00
1040140,SF_DR,58.00,46.00,46.00,52.00,36.00,66.00
1042843,SF_DR,72.00,64.00,54.00,62.00,60.00,66.00
1042878,SF_CR,40.00,30.00,42.00,40.00,36.00,44.00
1042643,SF_DE,66.00,52.00,52.00,58.00,58.00,52.00
1042755,SF_DR,62.00,58.00,38.00,40.00,42.00,60.00
1037953,SF_IE,60.00,50.00,32.00,66.00,72.00,52.00
1042803,SF_DR,52.00,36.00,34.00,40.00,44.00,50.00
1042814,SF_DI,54.00,42.00,34.00,52.00,38.00,46.00
1042811,SF_DI,50.00,42.00,36.00,54.00,42.00,44.00
1042721,SF_DS,60.00,54.00,42.00,40.00,40.00,42.00
1042917,SF_DI,50.00,34.00,28.00,54.00,46.00,38.00
1042894,SF_IR,56.00,48.00,42.00,68.00,56.00,66.00
1041330,SF_DI,48.00,40.00,34.00,50.00,34.00,30.00
1042877,SF_SC,54.00,62.00,60.00,60.00,60.00,52.00
1021311,SF_DE,62.00,50.00,52.00,56.00,60.00,56.00
1040162,SF_DI,56.00,54.00,42.00,60.00,54.00,52.00
1042883,SF_DI,60.00,46.00,28.00,70.00,48.00,50.00
1042826,SF_DR,50.00,34.00,30.00,32.00,34.00,36.00
1041421,SF_IE,52.00,48.00,52.00,64.00,66.00,44.00
1042782,SF_DI,46.00,44.00,34.00,48.00,36.00,36.00
1042842,SF_DE,62.00,52.00,46.00,52.00,60.00,58.00
1042124,SF_IE,56.00,56.00,36.00,58.00,58.00,58.00
1042411,SF_DC,78.00,60.00,60.00,60.00,48.00,58.00
1040494,SF_DI,76.00,56.00,48.00,64.00,58.00,48.00
1042817,SF_SI,54.00,58.00,50.00,70.00,56.00,54.00
1042303,SF_DI,58.00,50.00,36.00,52.00,38.00,46.00
1042944,SF_DR,58.00,50.00,46.00,42.00,46.00,56.00
1042918,SF_SR,56.00,60.00,50.00,48.00,46.00,58.00
1042862,SF_DR,64.00,46.00,44.00,46.00,42.00,54.00
1042763,SF_DR,56.00,42.00,38.00,26.00,26.00,46.00
1042861,SF_DI,46.00,42.00,40.00,44.00,42.00,42.00
1042902,SF_DR,54.00,50.00,44.00,50.00,48.00,56.00
1042898,SF_IE,48.00,46.00,24.00,54.00,52.00,50.00
1042900,SF_DE,56.00,46.00,52.00,44.00,54.00,42.00
1042986,SF_DE,68.00,54.00,36.00,60.00,64.00,44.00
1042971,SF_DI,62.00,56.00,40.00,60.00,54.00,50.00
1042919,SF_DI,54.00,28.00,38.00,50.00,48.00,44.00
1042984,SF_DI,58.00,38.00,44.00,62.00,56.00,50.00
1042957,SF_IR,58.00,56.00,52.00,64.00,46.00,60.00
1042381,SF_DR,54.00,50.00,46.00,42.00,46.00,52.00
1042922,SF_DR,66.00,56.00,50.00,64.00,58.00,70.00
1042936,SF_SE,54.00,58.00,50.00,52.00,56.00,46.00
1042927,SF_DI,62.00,48.00,50.00,66.00,44.00,58.00
1042947,SF_ER,50.00,50.00,48.00,58.00,66.00,68.00
1042916,SF_DS,62.00,64.00,32.00,56.00,48.00,54.00
1022134,SF_DR,52.00,38.00,36.00,46.00,42.00,48.00
1042969,SF_DR,58.00,46.00,48.00,40.00,42.00,62.00
1042962,SF_IE,56.00,54.00,56.00,60.00,58.00,56.00
1042935,SF_SI,56.00,66.00,40.00,58.00,46.00,50.00
1036838,SF_DS,52.00,48.00,28.00,46.00,36.00,44.00
1042421,SF_DR,66.00,48.00,30.00,48.00,42.00,64.00
1042997,SF_DI,58.00,44.00,28.00,48.00,46.00,44.00
1042983,SF_IR,58.00,46.00,42.00,74.00,58.00,62.00
1042982,SF_DS,58.00,56.00,42.00,54.00,52.00,54.00
1042968,SF_DE,54.00,48.00,38.00,48.00,50.00,40.00
1040766,SF_DR,58.00,48.00,46.00,50.00,48.00,52.00
1042892,SF_DS,62.00,56.00,38.00,50.00,40.00,48.00
1042975,SF_DI,62.00,50.00,48.00,52.00,46.00,42.00
1042973,SF_DS,60.00,58.00,52.00,48.00,50.00,52.00
1041647,SF_SR,50.00,56.00,40.00,38.00,52.00,54.00
1041649,SF_DI,58.00,40.00,28.00,56.00,46.00,48.00
1042914,SF_DI,58.00,50.00,46.00,60.00,46.00,54.00
1041071,SF_DE,70.00,56.00,58.00,58.00,68.00,66.00
1042993,SF_DI,62.00,46.00,44.00,50.00,44.00,44.00
1042985,SF_DR,64.00,54.00,46.00,54.00,58.00,60.00
1043041,SF_DS,58.00,52.00,34.00,50.00,50.00,38.00
1042952,SF_DI,78.00,60.00,40.00,66.00,56.00,40.00
1043015,SF_DI,68.00,44.00,50.00,60.00,58.00,50.00
1041469,SF_DI,66.00,48.00,46.00,50.00,48.00,48.00
1043070,SF_DR,58.00,46.00,44.00,48.00,52.00,54.00
1042963,SF_DS,68.00,56.00,48.00,40.00,42.00,48.00
1043086,SF_IR,50.00,48.00,38.00,52.00,48.00,56.00
1043140,SF_DI,60.00,50.00,44.00,74.00,58.00,48.00
1043043,SF_IE,32.00,50.00,40.00,50.00,52.00,50.00
789916,SF_DR,56.00,48.00,40.00,44.00,38.00,50.00
1043069,SF_ER,58.00,46.00,40.00,58.00,64.00,66.00
1014502,SF_DS,54.00,58.00,44.00,50.00,46.00,48.00
1043122,SF_SI,42.00,54.00,44.00,58.00,52.00,38.00
1043167,SF_DS,56.00,54.00,46.00,34.00,40.00,28.00
1043184,SF_DR,64.00,44.00,46.00,54.00,58.00,68.00
1043203,SF_DC,66.00,46.00,54.00,48.00,42.00,52.00
1041474,SF_DR,54.00,48.00,40.00,50.00,46.00,56.00
1043025,SF_DC,62.00,44.00,52.00,38.00,50.00,46.00
1043100,SF_DI,64.00,38.00,38.00,62.00,48.00,42.00
1041890,SF_SI,44.00,54.00,44.00,50.00,34.00,42.00
1042214,SF_DR,72.00,52.00,54.00,56.00,50.00,58.00
1043036,SF_DS,64.00,58.00,46.00,44.00,56.00,52.00
1042926,SF_DR,56.00,40.00,42.00,48.00,40.00,56.00
1043112,SF_DR,48.00,44.00,40.00,48.00,32.00,60.00
1043154,SF_DI,66.00,42.00,48.00,58.00,42.00,58.00
1043057,SF_IR,38.00,50.00,34.00,60.00,42.00,52.00
1043053,SF_DE,52.00,44.00,32.00,50.00,54.00,44.00
1043028,SF_CI,46.00,54.00,64.00,56.00,40.00,48.00
1043088,SF_DC,66.00,56.00,64.00,54.00,50.00,60.00
1043012,SF_IR,52.00,42.00,60.00,62.00,48.00,64.00
1043120,SF_DC,60.00,36.00,54.00,30.00,30.00,44.00
1043150,SF_DS,66.00,64.00,62.00,54.00,62.00,48.00
1042920,SF_CI,44.00,40.00,52.00,46.00,24.00,36.00
1041195,SF_DR,62.00,46.00,56.00,52.00,56.00,60.00
1043075,SF_DC,68.00,60.00,64.00,50.00,54.00,56.00
1043031,SF_DE,60.00,46.00,36.00,44.00,52.00,42.00
1043097,SF_IR,54.00,34.00,30.00,62.00,54.00,64.00
1043127,SF_DS,54.00,56.00,36.00,36.00,16.00,40.00
1043084,SF_DS,58.00,48.00,34.00,34.00,38.00,30.00
1043080,SF_IR,60.00,48.00,50.00,62.00,50.00,62.00
1043082,SF_DI,54.00,32.00,48.00,60.00,42.00,42.00
1042994,SF_DI,60.00,42.00,36.00,56.00,44.00,44.00
1038267,SF_DI,90.00,72.00,66.00,92.00,56.00,68.00
1034185,SF_DI,64.00,44.00,54.00,62.00,50.00,46.00
1028925,SF_DC,60.00,50.00,58.00,50.00,48.00,54.00
1023550,SF_DS,66.00,68.00,50.00,50.00,52.00,56.00
1043165,SF_DS,62.00,54.00,38.00,50.00,46.00,52.00
1043137,SF_DI,60.00,48.00,46.00,54.00,42.00,48.00
1043055,SF_DI,56.00,44.00,46.00,48.00,30.00,48.00
1036583,SF_DS,60.00,46.00,26.00,32.00,38.00,44.00
1038824,SF_IE,52.00,48.00,40.00,54.00,58.00,48.00
1043157,SF_SI,36.00,46.00,40.00,50.00,44.00,42.00
1043148,SF_CE,48.00,48.00,50.00,42.00,54.00,36.00
1040333,SF_DS,46.00,52.00,34.00,46.00,46.00,42.00
1043114,SF_DR,60.00,50.00,40.00,50.00,30.00,52.00
1040298,SF_DR,64.00,58.00,40.00,54.00,54.00,62.00
1043109,SF_DS,56.00,54.00,36.00,44.00,50.00,38.00
1043130,SF_CI,44.00,36.00,46.00,50.00,34.00,42.00
1043083,SF_DI,60.00,34.00,30.00,48.00,46.00,46.00
1043105,SF_DS,64.00,56.00,44.00,46.00,54.00,48.00
1043131,SF_DI,72.00,50.00,56.00,64.00,58.00,60.00
1043009,SF_DI,58.00,50.00,40.00,66.00,56.00,54.00
1042888,SF_DR,74.00,52.00,46.00,58.00,60.00,62.00
1041177,SF_DE,66.00,46.00,38.00,56.00,60.00,46.00
1043111,SF_DR,58.00,48.00,38.00,50.00,46.00,52.00
1042268,SF_IE,44.00,34.00,36.00,48.00,50.00,40.00
1043196,SF_DE,60.00,58.00,26.00,50.00,60.00,30.00
1043197,SF_IE,44.00,40.00,32.00,60.00,50.00,46.00
1043163,SF_DS,50.00,52.00,28.00,44.00,34.00,48.00
1043182,SF_DR,68.00,56.00,62.00,62.00,58.00,76.00
1024142,SF_SI,52.00,66.00,34.00,60.00,56.00,48.00
1043153,SF_IR,50.00,34.00,44.00,52.00,38.00,54.00
1043238,SF_CI,38.00,38.00,50.00,58.00,44.00,34.00
1043189,SF_DE,60.00,32.00,16.00,32.00,36.00,28.00
1043210,SF_DI,64.00,56.00,44.00,62.00,44.00,50.00
1043162,SF_IR,44.00,38.00,36.00,50.00,48.00,52.00
1042313,SF_DC,52.00,48.00,50.00,50.00,42.00,50.00
1043237,SF_DE,62.00,56.00,50.00,58.00,60.00,48.00
1043173,SF_SR,52.00,60.00,58.00,58.00,58.00,66.00
1043046,SF_DI,70.00,56.00,60.00,68.00,58.00,62.00
1043239,SF_DI,52.00,40.00,32.00,50.00,42.00,38.00
1043248,SF_DC,62.00,48.00,52.00,46.00,50.00,48.00
1039114,SF_SR,52.00,62.00,54.00,56.00,54.00,60.00
1041176,SF_DI,62.00,46.00,56.00,60.00,58.00,46.00
1037265,SF_DI,66.00,56.00,56.00,68.00,54.00,58.00
1043272,SF_IE,50.00,36.00,38.00,60.00,54.00,44.00
1043221,SF_DR,64.00,54.00,48.00,48.00,54.00,60.00
1040972,SF_DI,46.00,40.00,34.00,52.00,44.00,44.00
1016710,SF_generic,44.00,42.00,36.00,38.00,46.00,42.00
1043259,SF_DI,62.00,50.00,36.00,54.00,48.00,52.00
1043269,SF_DI,52.00,42.00,42.00,60.00,44.00,36.00
757698,SF_DI,60.00,50.00,50.00,62.00,56.00,44.00
1016702,SF_generic,40.00,30.00,30.00,36.00,24.00,36.00
1042205,SF_DR,60.00,48.00,34.00,48.00,50.00,58.00
1043201,SF_DE,60.00,52.00,30.00,48.00,60.00,46.00
1043155,SF_DR,58.00,54.00,30.00,40.00,34.00,56.00
1042012,SF_DR,70.00,50.00,46.00,48.00,38.00,62.00
1038766,SF_SI,52.00,54.00,40.00,66.00,52.00,42.00
1043242,SF_DI,64.00,46.00,34.00,48.00,46.00,42.00
1043293,SF_DR,56.00,28.00,38.00,32.00,30.00,40.00
888946,SF_DE,56.00,52.00,42.00,48.00,58.00,52.00
1043204,SF_DS,54.00,60.00,28.00,54.00,28.00,38.00
1043235,SF_IR,50.00,50.00,32.00,54.00,48.00,52.00
1038096,SF_DS,50.00,52.00,36.00,42.00,34.00,48.00
1043325,SF_DS,50.00,64.00,36.00,46.00,40.00,44.00
1043257,SF_DS,58.00,50.00,34.00,42.00,42.00,44.00
1043227,SF_DI,54.00,46.00,42.00,60.00,44.00,52.00
1043276,SF_DI,66.00,48.00,54.00,60.00,48.00,54.00
1043285,SF_DI,60.00,58.00,58.00,66.00,50.00,54.00
1043195,SF_DS,56.00,50.00,30.00,48.00,38.00,40.00
1038242,SF_DC,66.00,50.00,60.00,52.00,56.00,36.00
1043267,SF_DR,64.00,54.00,46.00,60.00,50.00,62.00
1043346,SF_DR,52.00,46.00,22.00,50.00,46.00,54.00
1043280,SF_DR,60.00,52.00,40.00,52.00,36.00,54.00
1043271,SF_DS,44.00,52.00,20.00,30.00,32.00,32.00
1043243,SF_SR,50.00,60.00,38.00,46.00,46.00,58.00
1043365,SF_DC,72.00,44.00,64.00,40.00,56.00,54.00
1039562,SF_DI,60.00,46.00,40.00,64.00,58.00,52.00
1042135,SF_DE,70.00,54.00,44.00,56.00,60.00,46.00
1043382,SF_DI,66.00,48.00,38.00,58.00,48.00,50.00
1042274,SF_DI,62.00,46.00,52.00,60.00,58.00,58.00
1043284,SF_DI,62.00,46.00,58.00,64.00,52.00,58.00
1043331,SF_DR,52.00,38.00,30.00,50.00,46.00,64.00
1028321,SF_DS,50.00,46.00,26.00,34.00,36.00,44.00
1041896,SF_DI,62.00,46.00,46.00,60.00,56.00,30.00
1038291,SF_IE,52.00,44.00,44.00,58.00,60.00,42.00
1043219,SF_DI,68.00,42.00,44.00,72.00,64.00,60.00
1043317,SF_DI,62.00,54.00,42.00,56.00,54.00,46.00
1043315,SF_DI,48.00,46.00,40.00,54.00,44.00,46.00
1043304,SF_DE,62.00,58.00,52.00,52.00,62.00,56.00
1043172,SF_DI,48.00,38.00,36.00,52.00,44.00,46.00
1042960,SF_DR,54.00,44.00,44.00,52.00,42.00,56.00
860979,SF_DR,60.00,50.00,24.00,46.00,32.00,50.00
1043255,SF_DE,52.00,46.00,44.00,48.00,50.00,42.00
1043383,SF_DI,58.00,50.00,32.00,54.00,52.00,40.00
1043456,SF_DI,62.00,54.00,44.00,66.00,60.00,56.00
1043377,SF_DS,52.00,46.00,40.00,44.00,34.00,40.00
1032777,SF_DR,46.00,42.00,40.00,38.00,28.00,44.00
1043402,SF_DC,74.00,50.00,50.00,48.00,36.00,48.00
1043335,SF_DE,52.00,42.00,38.00,40.00,48.00,34.00
1043340,SF_DS,60.00,58.00,36.00,56.00,48.00,42.00
1041725,SF_DI,58.00,50.00,48.00,64.00,52.00,54.00
1042245,SF_SC,36.00,44.00,48.00,26.00,36.00,34.00
1043290,SF_IE,52.00,46.00,48.00,62.00,56.00,44.00
1043374,SF_SI,54.00,60.00,52.00,62.00,58.00,46.00
1043410,SF_SE,64.00,66.00,52.00,46.00,68.00,64.00
1043460,SF_DI,66.00,52.00,60.00,62.00,58.00,54.00
1043399,SF_IE,60.00,50.00,56.00,62.00,66.00,54.00
1041911,SF_DI,60.00,44.00,42.00,60.00,50.00,42.00
1029828,SF_DR,68.00,54.00,58.00,44.00,46.00,62.00
1043217,SF_DC,48.00,44.00,62.00,40.00,44.00,42.00
1043370,SF_DE,58.00,52.00,50.00,54.00,56.00,52.00
1043412,SF_DR,66.00,50.00,46.00,46.00,42.00,56.00
1043299,SF_DI,46.00,40.00,32.00,52.00,36.00,34.00
1019317,SF_IR,36.00,38.00,36.00,54.00,26.00,48.00
1043349,SF_IR,52.00,52.00,50.00,64.00,38.00,58.00
1040086,SF_DS,60.00,56.00,40.00,40.00,42.00,38.00
1043338,SF_SR,56.00,62.00,48.00,50.00,44.00,64.00
1043320,SF_DS,52.00,50.00,42.00,40.00,30.00,34.00
1042551,SF_DI,52.00,46.00,34.00,50.00,44.00,40.00
1043310,SF_DR,64.00,52.00,56.00,60.00,54.00,62.00
1043324,SF_DS,60.00,54.00,28.00,48.00,48.00,42.00
1041673,SF_SI,50.00,54.00,34.00,52.00,50.00,44.00
1043333,SF_DS,60.00,62.00,48.00,56.00,52.00,54.00
1041851,SF_DE,58.00,44.00,38.00,36.00,50.00,42.00
1037811,SF_DI,60.00,48.00,18.00,62.00,52.00,48.00
1043404,SF_DR,62.00,52.00,46.00,56.00,58.00,60.00
1043327,SF_CE,56.00,48.00,74.00,60.00,60.00,56.00
1043429,SF_DI,58.00,52.00,36.00,56.00,54.00,50.00
1032567,SF_IR,28.00,34.00,40.00,58.00,32.00,54.00
1043348,SF_ER,56.00,50.00,44.00,60.00,62.00,64.00
1043322,SF_DC,66.00,60.00,64.00,54.00,52.00,62.00
1043354,SF_DR,62.00,48.00,36.00,52.00,48.00,56.00
1043448,SF_DS,48.00,46.00,38.00,42.00,32.00,38.00
1039937,SF_DC,54.00,48.00,52.00,46.00,44.00,42.00
1043321,SF_DC,54.00,46.00,50.00,46.00,42.00,44.00
1043378,SF_DS,56.00,52.00,42.00,44.00,34.00,50.00
1043463,SF_DR,64.00,56.00,46.00,58.00,54.00,60.00
187746,SF_ER,58.00,50.00,46.00,54.00,62.00,60.00
1041808,SF_DC,62.00,42.00,60.00,58.00,48.00,54.00
1043387,SF_DS,48.00,50.00,24.00,32.00,40.00,30.00
1032157,SF_DS,72.00,64.00,62.00,42.00,54.00,56.00
1043361,SF_DS,64.00,60.00,36.00,54.00,54.00,52.00
1016638,SF_DR,68.00,52.00,48.00,48.00,46.00,60.00
1043453,SF_DS,72.00,62.00,60.00,56.00,58.00,50.00
1040640,SF_DR,58.00,44.00,40.00,54.00,38.00,56.00
1043406,SF_IR,58.00,40.00,42.00,60.00,50.00,66.00
1043391,SF_IE,60.00,48.00,46.00,66.00,62.00,56.00
1043356,SF_DR,68.00,62.00,52.00,64.00,58.00,66.00
1043432,SF_DC,70.00,48.00,66.00,48.00,54.00,64.00
1043351,SF_DE,58.00,50.00,40.00,56.00,60.00,46.00
1037017,SF_DI,58.00,46.00,42.00,64.00,40.00,54.00
1043447,SF_DC,52.00,42.00,54.00,34.00,10.00,36.00
1043350,SF_DI,66.00,50.00,50.00,58.00,52.00,58.00
1041575,SF_IR,56.00,48.00,46.00,64.00,56.00,58.00
1041844,SF_DI,60.00,38.00,52.00,56.00,54.00,44.00
1043488,SF_DS,64.00,62.00,56.00,58.00,60.00,52.00
1043403,SF_CI,58.00,40.00,60.00,64.00,58.00,48.00
1040070,SF_DI,64.00,40.00,38.00,52.00,36.00,36.00
1038647,SF_DE,56.00,50.00,42.00,50.00,54.00,44.00
1015836,SF_IR,52.00,52.00,40.00,60.00,52.00,74.00
1037288,SF_DE,56.00,28.00,28.00,42.00,52.00,28.00
1018712,SF_IE,50.00,50.00,38.00,62.00,60.00,44.00
1043493,SF_DI,64.00,52.00,36.00,60.00,50.00,58.00
1043473,SF_IE,34.00,38.00,38.00,48.00,54.00,38.00
1032257,SF_DI,56.00,40.00,32.00,54.00,46.00,46.00
1043459,SF_DS,60.00,66.00,36.00,42.00,44.00,52.00
674017,SF_DE,56.00,50.00,54.00,42.00,58.00,40.00
1043262,SF_CE,44.00,54.00,56.00,46.00,58.00,54.00
1043270,SF_ER,46.00,36.00,46.00,44.00,48.00,56.00
1043445,SF_DI,40.00,36.00,32.00,42.00,36.00,26.00
1043440,SF_DI,66.00,44.00,36.00,62.00,48.00,50.00
1043433,SF_DI,58.00,42.00,46.00,56.00,52.00,30.00
1043318,SF_DS,52.00,54.00,40.00,46.00,22.00,42.00
1043442,SF_DE,60.00,50.00,50.00,56.00,58.00,48.00
1043437,SF_IR,56.00,54.00,52.00,70.00,54.00,58.00
1043413,SF_DR,42.00,42.00,34.00,34.00,36.00,50.00
1043509,SF_DI,60.00,48.00,44.00,72.00,54.00,54.00
1043532,SF_DI,58.00,44.00,34.00,56.00,52.00,42.00
1043503,SF_DR,68.00,56.00,48.00,56.00,46.00,64.00
1042216,SF_DR,60.00,42.00,32.00,46.00,38.00,62.00
1041577,SF_DS,62.00,44.00,36.00,28.00,38.00,40.00
1016421,SF_IE,60.00,56.00,48.00,64.00,62.00,42.00
1043472,SF_DS,70.00,56.00,42.00,44.00,50.00,54.00
1038201,SF_DS,54.00,52.00,44.00,46.00,50.00,42.00
1013827,SF_SC,48.00,50.00,52.00,42.00,48.00,40.00
1043471,SF_DS,42.00,44.00,22.00,36.00,40.00,36.00
1038181,SF_DR,58.00,48.00,52.00,42.00,44.00,56.00
1032462,SF_CI,48.00,44.00,56.00,60.00,48.00,46.00
1043524,SF_DC,66.00,56.00,68.00,56.00,58.00,54.00
1033359,SF_DI,54.00,46.00,46.00,52.00,50.00,50.00
1041541,SF_DI,56.00,44.00,20.00,46.00,38.00,34.00
1039343,SF_DI,54.00,54.00,40.00,60.00,44.00,40.00
1035437,SF_DI,66.00,54.00,50.00,64.00,54.00,54.00
1043520,SF_DI,62.00,52.00,48.00,60.00,52.00,58.00
1043568,SF_DR,62.00,44.00,42.00,46.00,54.00,64.00
1043510,SF_DR,56.00,54.00,28.00,34.00,42.00,64.00
1043544,SF_DI,52.00,48.00,32.00,58.00,46.00,38.00
1026180,SF_DC,58.00,44.00,58.00,54.00,44.00,56.00
1043523,SF_DE,66.00,50.00,36.00,64.00,70.00,54.00
1043449,SF_DS,56.00,58.00,40.00,50.00,52.00,48.00
1043555,SF_DR,66.00,48.00,52.00,42.00,46.00,60.00
1038320,SF_DS,58.00,56.00,48.00,48.00,48.00,46.00
1037798,SF_SR,54.00,58.00,44.00,48.00,54.00,56.00
1043562,SF_DE,58.00,42.00,36.00,48.00,50.00,46.00
1043507,SF_SR,54.00,60.00,44.00,44.00,42.00,58.00
1042298,SF_DR,62.00,46.00,46.00,50.00,38.00,70.00
1043546,SF_DR,62.00,46.00,40.00,56.00,54.00,58.00
1043569,SF_DC,66.00,54.00,58.00,42.00,46.00,58.00
1043466,SF_DR,60.00,52.00,30.00,50.00,52.00,54.00
1043515,SF_DI,60.00,42.00,24.00,62.00,46.00,46.00
1043516,SF_DR,50.00,42.00,28.00,20.00,16.00,44.00
1043576,SF_DI,60.00,48.00,44.00,56.00,48.00,52.00
1043571,SF_IR,50.00,52.00,40.00,58.00,44.00,62.00
1042241,SF_DR,64.00,50.00,40.00,30.00,52.00,62.00
1043551,SF_DR,56.00,50.00,48.00,46.00,48.00,52.00
1043558,SF_CI,42.00,48.00,50.00,62.00,38.00,42.00
1041232,SF_DR,62.00,42.00,36.00,40.00,34.00,44.00
1028830,SF_SR,44.00,50.00,38.00,44.00,36.00,48.00
1043612,SF_DS,56.00,48.00,36.00,44.00,46.00,40.00
1043577,SF_CE,60.00,50.00,64.00,60.00,62.00,46.00
1043642,SF_DI,62.00,54.00,32.00,64.00,52.00,38.00
1043622,SF_IE,52.00,40.00,24.00,58.00,60.00,52.00
1043606,SF_DI,50.00,50.00,30.00,50.00,38.00,44.00
1043655,SF_DI,64.00,46.00,20.00,52.00,40.00,38.00
1043601,SF_DR,62.00,28.00,40.00,52.00,54.00,64.00
1043541,SF_DR,68.00,54.00,42.00,48.00,42.00,62.00
1041775,SF_DS,56.00,52.00,36.00,44.00,38.00,44.00
1043594,SF_DS,68.00,58.00,40.00,42.00,42.00,42.00
1043643,SF_DS,62.00,54.00,34.00,48.00,10.00,26.00
1043615,SF_DS,54.00,46.00,44.00,28.00,30.00,36.00
1038849,SF_DR,54.00,46.00,50.00,52.00,50.00,58.00
1043624,SF_DS,54.00,50.00,42.00,46.00,46.00,48.00
1043651,SF_DI,60.00,42.00,38.00,52.00,48.00,48.00
1031472,SF_DR,72.00,52.00,46.00,58.00,44.00,60.00
1043605,SF_DI,68.00,48.00,48.00,56.00,40.00,38.00
1043634,SF_DI,58.00,48.00,44.00,62.00,48.00,50.00
1040155,SF_SR,46.00,54.00,38.00,42.00,44.00,48.00
1043650,SF_IR,52.00,30.00,54.00,60.00,56.00,60.00
1038401,SF_DS,56.00,60.00,34.00,44.00,22.00,42.00
1043585,SF_SE,60.00,62.00,56.00,54.00,62.00,60.00
1043604,SF_DE,64.00,52.00,30.00,50.00,56.00,44.00
1043590,SF_DR,58.00,38.00,22.00,46.00,32.00,48.00
1043631,SF_IR,42.00,48.00,40.00,62.00,52.00,60.00
1043600,SF_IE,50.00,50.00,48.00,54.00,56.00,44.00
1042357,SF_DS,46.00,44.00,22.00,16.00,8.00,32.00
1041764,SF_DS,64.00,66.00,62.00,62.00,60.00,60.00
1038035,SF_DS,70.00,58.00,34.00,46.00,54.00,50.00
1043626,SF_DR,68.00,56.00,50.00,54.00,54.00,62.00
1043596,SF_DR,64.00,56.00,46.00,50.00,56.00,60.00
1043632,SF_CR,58.00,40.00,60.00,56.00,44.00,60.00
1040773,SF_DI,56.00,36.00,38.00,44.00,36.00,40.00
1038492,SF_DR,60.00,46.00,42.00,54.00,44.00,62.00
1043598,SF_IR,58.00,46.00,50.00,60.00,50.00,64.00
1040014,SF_DI,58.00,38.00,32.00,60.00,42.00,52.00
1043572,SF_ER,48.00,48.00,38.00,48.00,52.00,54.00
1043677,SF_DS,58.00,54.00,42.00,52.00,50.00,48.00
1043584,SF_DI,62.00,56.00,48.00,60.00,50.00,58.00
1043695,SF_IE,46.00,52.00,46.00,58.00,54.00,44.00
1042415,SF_DE,58.00,38.00,48.00,34.00,50.00,38.00
1043658,SF_DS,56.00,54.00,34.00,30.00,30.00,52.00
1043678,SF_DS,62.00,48.00,42.00,46.00,42.00,40.00
1043664,SF_DI,74.00,56.00,50.00,66.00,62.00,50.00
1042349,SF_SR,54.00,64.00,42.00,44.00,52.00,56.00
1038645,SF_DS,50.00,42.00,24.00,38.00,40.00,38.00
1043680,SF_DR,60.00,50.00,50.00,48.00,52.00,62.00
1035827,SF_IR,44.00,46.00,38.00,50.00,48.00,52.00
708479,SF_DI,56.00,46.00,44.00,60.00,52.00,50.00
1043689,SF_DR,62.00,48.00,46.00,58.00,56.00,60.00
1043657,SF_generic,36.00,34.00,20.00,38.00,28.00,34.00
