id,key,superfit_dis,superfit_sin,superfit_cur,superfit_int,superfit_eng,superfit_res
1088820,SF_DS,62.00,48.00,36.00,44.00,40.00,44.00
1088876,SF_DE,54.00,46.00,24.00,38.00,48.00,42.00
1088845,SF_SI,60.00,62.00,42.00,66.00,50.00,46.00
1088874,SF_IR,46.00,40.00,26.00,48.00,20.00,52.00
1088859,SF_DC,70.00,52.00,64.00,56.00,60.00,46.00
1088880,SF_DS,58.00,60.00,44.00,56.00,38.00,52.00
1088872,SF_SC,48.00,52.00,54.00,50.00,48.00,50.00
961820,SF_DR,60.00,52.00,42.00,50.00,44.00,54.00
1088873,SF_DI,60.00,44.00,48.00,62.00,56.00,52.00
1083828,SF_DE,58.00,48.00,52.00,58.00,58.00,50.00
1088883,SF_DR,56.00,44.00,48.00,52.00,50.00,60.00
1088302,SF_DS,68.00,58.00,30.00,44.00,38.00,40.00
1088894,SF_DI,62.00,48.00,38.00,60.00,54.00,46.00
1088881,SF_DR,58.00,46.00,42.00,54.00,42.00,56.00
1088657,SF_DE,68.00,62.00,48.00,54.00,64.00,42.00
1088915,SF_IR,52.00,46.00,36.00,58.00,44.00,62.00
1088892,SF_DR,62.00,50.00,42.00,52.00,40.00,58.00
1088724,SF_DS,70.00,60.00,38.00,52.00,52.00,46.00
1088901,SF_DE,64.00,56.00,50.00,62.00,66.00,62.00
1016639,SF_CR,48.00,46.00,50.00,38.00,40.00,54.00
548442,SF_DI,64.00,44.00,48.00,54.00,50.00,46.00
1088877,SF_DI,56.00,46.00,46.00,52.00,44.00,50.00
1088869,SF_DI,60.00,54.00,44.00,68.00,48.00,54.00
1088899,SF_DR,52.00,48.00,26.00,32.00,44.00,60.00
1087926,SF_DR,60.00,46.00,46.00,36.00,46.00,54.00
1088886,SF_DR,66.00,54.00,34.00,56.00,48.00,62.00
1088893,SF_DR,62.00,56.00,36.00,36.00,40.00,56.00
1088889,SF_DC,68.00,60.00,62.00,60.00,58.00,60.00
1088871,SF_DI,74.00,56.00,56.00,60.00,58.00,52.00
1088884,SF_SI,58.00,64.00,52.00,60.00,56.00,56.00
1088887,SF_DR,48.00,40.00,40.00,40.00,30.00,56.00
1088831,SF_DR,66.00,48.00,60.00,54.00,58.00,62.00
1088905,SF_DI,62.00,48.00,40.00,54.00,52.00,48.00
1088923,SF_IR,48.00,44.00,50.00,54.00,52.00,62.00
1088972,SF_DR,58.00,48.00,50.00,54.00,54.00,56.00
1088974,SF_CI,58.00,54.00,64.00,60.00,56.00,56.00
1088979,SF_DS,58.00,56.00,34.00,54.00,42.00,50.00
1088938,SF_DI,56.00,46.00,40.00,58.00,54.00,46.00
1088918,SF_DR,64.00,42.00,38.00,34.00,52.00,54.00
1088929,SF_DI,48.00,36.00,44.00,50.00,34.00,46.00
1088924,SF_SR,34.00,48.00,26.00,38.00,30.00,52.00
1087886,SF_CR,44.00,44.00,58.00,36.00,32.00,48.00
1088927,SF_DI,64.00,48.00,54.00,58.00,52.00,54.00
1088907,SF_DI,48.00,40.00,30.00,44.00,28.00,42.00
1088936,SF_DE,52.00,42.00,46.00,50.00,56.00,46.00
1088949,SF_DS,68.00,62.00,54.00,58.00,56.00,58.00
1088909,SF_DR,58.00,54.00,48.00,34.00,30.00,56.00
1088912,SF_DS,64.00,58.00,54.00,54.00,50.00,54.00
1088933,SF_DS,54.00,56.00,30.00,46.00,34.00,46.00
1088900,SF_IE,52.00,50.00,54.00,64.00,58.00,48.00
1088948,SF_DR,60.00,52.00,38.00,54.00,50.00,56.00
1088941,SF_DS,52.00,54.00,26.00,44.00,48.00,44.00
1088935,SF_DI,58.00,48.00,38.00,56.00,42.00,50.00
1088890,SF_DI,56.00,56.00,38.00,58.00,54.00,56.00
1088954,SF_IR,54.00,42.00,44.00,64.00,58.00,60.00
1088955,SF_IE,52.00,46.00,46.00,64.00,54.00,54.00
1088967,SF_DI,64.00,42.00,50.00,58.00,50.00,50.00
1088952,SF_DI,66.00,52.00,50.00,68.00,56.00,62.00
1088891,SF_DS,52.00,46.00,36.00,42.00,44.00,32.00
1088970,SF_DI,54.00,50.00,52.00,56.00,40.00,46.00
1088937,SF_DI,60.00,46.00,44.00,68.00,52.00,56.00
1088914,SF_CI,50.00,56.00,58.00,62.00,56.00,42.00
1088990,SF_DI,46.00,40.00,38.00,50.00,38.00,36.00
1088928,SF_SR,44.00,56.00,32.00,50.00,46.00,52.00
1088968,SF_SI,52.00,54.00,52.00,64.00,46.00,50.00
1075943,SF_DI,64.00,42.00,36.00,50.00,42.00,38.00
1088993,SF_DE,48.00,20.00,26.00,30.00,30.00,14.00
1088980,SF_DI,58.00,48.00,44.00,56.00,40.00,34.00
1088964,SF_DS,58.00,60.00,40.00,48.00,46.00,50.00
1088982,SF_DS,50.00,48.00,40.00,46.00,38.00,46.00
1088966,SF_DE,46.00,34.00,36.00,44.00,52.00,42.00
1088921,SF_DE,62.00,50.00,48.00,58.00,66.00,60.00
1088956,SF_DR,66.00,50.00,42.00,54.00,46.00,62.00
1088986,SF_DS,64.00,62.00,38.00,38.00,54.00,42.00
1088607,SF_ER,48.00,36.00,36.00,38.00,54.00,60.00
1088998,SF_IE,54.00,48.00,56.00,64.00,60.00,50.00
1089013,SF_SI,50.00,62.00,40.00,60.00,52.00,56.00
1088969,SF_DE,58.00,56.00,54.00,56.00,64.00,54.00
1088985,SF_SI,48.00,52.00,50.00,64.00,38.00,50.00
1089002,SF_DR,74.00,56.00,56.00,58.00,56.00,66.00
1088977,SF_DR,48.00,40.00,32.00,28.00,24.00,44.00
149626,SF_CE,62.00,54.00,68.00,56.00,66.00,58.00
1079100,SF_DS,50.00,48.00,24.00,44.00,26.00,36.00
1089026,SF_IR,58.00,42.00,36.00,64.00,50.00,60.00
1089030,SF_SR,42.00,52.00,36.00,50.00,40.00,52.00
1089015,SF_DC,58.00,52.00,56.00,46.00,40.00,48.00
906125,SF_IE,44.00,46.00,50.00,72.00,60.00,58.00
1089022,SF_IR,44.00,44.00,40.00,50.00,42.00,56.00
1089006,SF_IE,42.00,44.00,38.00,50.00,46.00,42.00
1089032,SF_DR,46.00,38.00,38.00,44.00,34.00,48.00
1089021,SF_DS,54.00,50.00,34.00,26.00,32.00,48.00
1089007,SF_DR,56.00,42.00,24.00,38.00,42.00,50.00
1089037,SF_DR,72.00,50.00,44.00,56.00,42.00,60.00
1089036,SF_DR,62.00,44.00,34.00,54.00,58.00,60.00
1089038,SF_DR,42.00,34.00,20.00,32.00,24.00,36.00
1089012,SF_DR,54.00,50.00,40.00,44.00,44.00,52.00
1089035,SF_DC,64.00,42.00,68.00,60.00,54.00,58.00
1088961,SF_DR,64.00,54.00,26.00,52.00,52.00,58.00
1089053,SF_SR,34.00,46.00,26.00,22.00,22.00,36.00
1088934,SF_DE,50.00,48.00,46.00,44.00,52.00,40.00
1089046,SF_SI,46.00,52.00,36.00,56.00,46.00,30.00
1089016,SF_DS,68.00,54.00,52.00,50.00,46.00,46.00
1089033,SF_DR,62.00,52.00,48.00,56.00,54.00,64.00
1089011,SF_SC,42.00,64.00,52.00,48.00,40.00,38.00
1088987,SF_DR,60.00,54.00,44.00,58.00,48.00,62.00
1089017,SF_DI,62.00,48.00,38.00,60.00,52.00,48.00
1086030,SF_IR,60.00,54.00,46.00,70.00,60.00,64.00
1086560,SF_DR,58.00,40.00,48.00,44.00,38.00,58.00
1089023,SF_DI,56.00,44.00,44.00,50.00,42.00,44.00
1087617,SF_DS,58.00,60.00,48.00,42.00,36.00,56.00
1086526,SF_DR,66.00,50.00,38.00,48.00,48.00,54.00
1089055,SF_CR,60.00,48.00,62.00,52.00,48.00,62.00
1089060,SF_SI,54.00,56.00,38.00,60.00,54.00,54.00
1089069,SF_ER,56.00,46.00,36.00,54.00,58.00,62.00
1088920,SF_DS,78.00,78.00,70.00,56.00,68.00,72.00
1089063,SF_DR,60.00,52.00,32.00,44.00,26.00,58.00
1088976,SF_DS,52.00,50.00,40.00,40.00,34.00,38.00
1089068,SF_IR,52.00,50.00,46.00,56.00,44.00,54.00
1089077,SF_DI,68.00,60.00,52.00,70.00,60.00,64.00
1089080,SF_DR,60.00,56.00,52.00,56.00,56.00,62.00
511543,SF_SR,54.00,58.00,56.00,52.00,54.00,60.00
1089062,SF_DR,62.00,44.00,32.00,34.00,30.00,52.00
1089070,SF_SC,46.00,58.00,48.00,32.00,38.00,40.00
1089043,SF_DR,70.00,66.00,52.00,52.00,50.00,66.00
1089071,SF_SI,52.00,54.00,38.00,60.00,52.00,52.00
1089089,SF_DI,58.00,50.00,34.00,56.00,48.00,54.00
1089057,SF_DI,70.00,54.00,44.00,66.00,38.00,50.00
1089082,SF_DR,58.00,46.00,24.00,34.00,30.00,48.00
1089029,SF_IR,38.00,46.00,38.00,62.00,50.00,52.00
1089085,SF_DR,54.00,48.00,40.00,50.00,40.00,52.00
1089019,SF_DE,64.00,50.00,42.00,60.00,60.00,58.00
1089044,SF_DE,70.00,54.00,48.00,58.00,58.00,58.00
1089075,SF_DS,66.00,58.00,20.00,46.00,50.00,48.00
1089084,SF_SE,54.00,64.00,52.00,56.00,62.00,60.00
1089112,SF_DS,56.00,58.00,36.00,48.00,40.00,56.00
1089094,SF_DR,60.00,48.00,42.00,56.00,42.00,68.00
1089081,SF_DI,56.00,52.00,52.00,66.00,50.00,46.00
1089083,SF_DI,60.00,48.00,46.00,66.00,52.00,48.00
1089099,SF_DS,64.00,64.00,52.00,54.00,52.00,54.00
1089074,SF_SE,34.00,40.00,36.00,28.00,38.00,26.00
1027520,SF_DC,52.00,50.00,56.00,44.00,28.00,46.00
1089101,SF_DS,64.00,62.00,44.00,56.00,52.00,52.00
1089108,SF_IE,44.00,36.00,40.00,58.00,52.00,48.00
1089105,SF_DI,68.00,58.00,42.00,58.00,42.00,54.00
1089086,SF_SR,60.00,66.00,38.00,48.00,52.00,64.00
1089122,SF_DC,66.00,60.00,68.00,64.00,52.00,60.00
1089106,SF_DR,58.00,46.00,42.00,54.00,46.00,56.00
1089087,SF_DE,58.00,44.00,42.00,44.00,52.00,48.00
1089088,SF_DR,62.00,46.00,44.00,40.00,44.00,52.00
1088742,SF_DR,54.00,50.00,38.00,46.00,46.00,56.00
1089123,SF_DI,56.00,38.00,52.00,58.00,44.00,46.00
1089111,SF_DR,58.00,48.00,32.00,48.00,40.00,56.00
1089049,SF_DE,62.00,48.00,50.00,56.00,58.00,46.00
1089116,SF_DR,58.00,48.00,36.00,46.00,36.00,60.00
1089098,SF_DR,62.00,48.00,40.00,56.00,48.00,58.00
1025802,SF_DE,58.00,48.00,42.00,58.00,76.00,44.00
1089117,SF_DI,68.00,54.00,52.00,66.00,56.00,60.00
1089096,SF_DI,66.00,46.00,42.00,64.00,46.00,58.00
1089064,SF_DS,54.00,42.00,30.00,36.00,26.00,40.00
1083107,SF_IR,52.00,42.00,44.00,58.00,42.00,56.00
1089107,SF_DC,58.00,50.00,60.00,52.00,34.00,44.00
1089109,SF_DS,62.00,60.00,56.00,48.00,44.00,44.00
1089034,SF_DR,62.00,40.00,26.00,44.00,26.00,58.00
1081462,SF_DS,58.00,56.00,42.00,50.00,54.00,50.00
1089115,SF_SI,58.00,62.00,46.00,66.00,54.00,48.00
1089144,SF_DR,62.00,52.00,34.00,44.00,44.00,60.00
1089119,SF_DR,70.00,54.00,54.00,54.00,52.00,72.00
1089137,SF_DI,54.00,42.00,42.00,56.00,44.00,52.00
1089152,SF_DC,64.00,54.00,58.00,56.00,44.00,56.00
1089165,SF_IE,66.00,62.00,60.00,68.00,70.00,62.00
1089104,SF_DR,62.00,56.00,40.00,52.00,52.00,58.00
1089145,SF_DR,62.00,46.00,52.00,60.00,46.00,66.00
1089166,SF_DI,66.00,60.00,62.00,70.00,64.00,62.00
1089153,SF_DR,66.00,56.00,52.00,62.00,56.00,64.00
1089181,SF_DI,66.00,54.00,62.00,64.00,58.00,62.00
1089078,SF_DI,58.00,44.00,42.00,64.00,54.00,56.00
1089142,SF_DI,58.00,48.00,52.00,58.00,44.00,44.00
1089159,SF_DR,62.00,44.00,42.00,44.00,44.00,60.00
1089143,SF_SE,50.00,52.00,40.00,48.00,68.00,50.00
1089136,SF_DI,58.00,46.00,46.00,48.00,46.00,36.00
1089179,SF_DS,60.00,52.00,44.00,50.00,42.00,38.00
1089185,SF_DI,62.00,48.00,32.00,54.00,42.00,32.00
1089160,SF_DI,48.00,44.00,34.00,50.00,36.00,46.00
1089175,SF_DI,62.00,58.00,30.00,60.00,52.00,36.00
1089134,SF_DI,60.00,50.00,34.00,58.00,38.00,54.00
1089097,SF_DR,68.00,54.00,58.00,46.00,56.00,64.00
1089169,SF_DS,64.00,56.00,24.00,48.00,54.00,46.00
1077187,SF_SC,60.00,62.00,74.00,52.00,56.00,54.00
1089155,SF_DR,62.00,52.00,46.00,60.00,38.00,66.00
1089173,SF_DE,56.00,46.00,46.00,50.00,62.00,54.00
1089202,SF_DR,60.00,48.00,56.00,56.00,46.00,64.00
1089154,SF_IE,58.00,52.00,44.00,68.00,60.00,54.00
911898,SF_DC,60.00,38.00,58.00,48.00,54.00,54.00
1040316,SF_DS,48.00,46.00,28.00,30.00,40.00,40.00
1089206,SF_DI,56.00,42.00,30.00,46.00,38.00,42.00
1089178,SF_IE,60.00,46.00,64.00,66.00,68.00,48.00
1089171,SF_ER,52.00,52.00,50.00,54.00,58.00,60.00
1089193,SF_IE,54.00,50.00,52.00,72.00,62.00,60.00
1089184,SF_DR,62.00,44.00,30.00,50.00,42.00,60.00
1089196,SF_CE,48.00,42.00,58.00,48.00,52.00,38.00
1088711,SF_DS,64.00,58.00,48.00,48.00,44.00,56.00
1089198,SF_DS,62.00,56.00,48.00,38.00,48.00,50.00
1089186,SF_DI,52.00,44.00,32.00,50.00,38.00,46.00
1089176,SF_IR,62.00,66.00,50.00,68.00,46.00,70.00
1089177,SF_DI,52.00,46.00,42.00,54.00,44.00,38.00
1087737,SF_DR,50.00,48.00,40.00,42.00,38.00,54.00
1089174,SF_DR,62.00,58.00,52.00,60.00,60.00,70.00
1089208,SF_DC,70.00,52.00,68.00,56.00,58.00,66.00
1089180,SF_IE,46.00,48.00,44.00,60.00,60.00,56.00
1089200,SF_DI,74.00,58.00,54.00,70.00,66.00,60.00
1089191,SF_DR,56.00,54.00,48.00,46.00,52.00,64.00
1089199,SF_IR,52.00,56.00,46.00,60.00,52.00,64.00
1089205,SF_DR,58.00,48.00,48.00,52.00,50.00,54.00
1089189,SF_ER,58.00,48.00,34.00,50.00,60.00,62.00
1089226,SF_DC,60.00,44.00,60.00,56.00,58.00,44.00
1064926,SF_IR,44.00,50.00,44.00,64.00,40.00,60.00
1089247,SF_DS,68.00,64.00,50.00,54.00,52.00,58.00
1089234,SF_ER,48.00,54.00,42.00,54.00,56.00,64.00
1089248,SF_DI,52.00,40.00,26.00,54.00,36.00,40.00
1089215,SF_DR,62.00,50.00,30.00,46.00,46.00,54.00
1089128,SF_DR,68.00,60.00,54.00,56.00,64.00,66.00
1089212,SF_IE,48.00,40.00,40.00,62.00,52.00,50.00
1089216,SF_SR,48.00,54.00,36.00,50.00,42.00,66.00
1089220,SF_DI,56.00,46.00,40.00,54.00,48.00,44.00
1089231,SF_IR,54.00,42.00,48.00,72.00,48.00,56.00
1089246,SF_SE,50.00,60.00,48.00,42.00,56.00,54.00
1089204,SF_DS,76.00,60.00,42.00,54.00,58.00,56.00
1089214,SF_CR,58.00,64.00,66.00,58.00,54.00,72.00
1089236,SF_DR,60.00,42.00,42.00,48.00,44.00,62.00
1089218,SF_DR,48.00,46.00,40.00,36.00,40.00,54.00
1089225,SF_DI,58.00,52.00,52.00,66.00,42.00,40.00
1089235,SF_DS,46.00,44.00,28.00,42.00,38.00,42.00
1089217,SF_DI,60.00,56.00,34.00,62.00,42.00,48.00
1049615,SF_DI,64.00,48.00,54.00,60.00,58.00,50.00
1089249,SF_DR,62.00,50.00,30.00,42.00,38.00,52.00
1089238,SF_DI,56.00,40.00,30.00,54.00,40.00,50.00
1089251,SF_DS,58.00,56.00,42.00,54.00,48.00,54.00
1089250,SF_DR,66.00,64.00,50.00,54.00,50.00,66.00
1089269,SF_DI,54.00,42.00,38.00,56.00,42.00,44.00
1089052,SF_DE,64.00,50.00,54.00,58.00,62.00,60.00
1089257,SF_DS,54.00,60.00,36.00,38.00,42.00,44.00
1089259,SF_SI,42.00,50.00,48.00,56.00,40.00,38.00
1089260,SF_IR,54.00,46.00,54.00,58.00,50.00,60.00
1089266,SF_DR,68.00,46.00,48.00,52.00,54.00,58.00
1084921,SF_SC,40.00,48.00,46.00,44.00,34.00,42.00
1089254,SF_DC,62.00,48.00,56.00,50.00,44.00,54.00
1089242,SF_DI,66.00,52.00,46.00,68.00,32.00,48.00
1089272,SF_DR,66.00,50.00,54.00,56.00,62.00,64.00
1089271,SF_DS,58.00,64.00,36.00,46.00,44.00,50.00
1089276,SF_DI,58.00,52.00,46.00,60.00,50.00,56.00
1089287,SF_IE,56.00,60.00,50.00,68.00,62.00,58.00
1089279,SF_DR,62.00,40.00,38.00,50.00,48.00,58.00
1089285,SF_CE,38.00,48.00,52.00,38.00,52.00,46.00
1089294,SF_DI,50.00,46.00,22.00,52.00,40.00,44.00
1088280,SF_DS,64.00,54.00,40.00,44.00,38.00,44.00
1089207,SF_DI,52.00,34.00,30.00,50.00,40.00,46.00
1095049,SF_DE,70.00,54.00,44.00,36.00,54.00,54.00
1089255,SF_DE,64.00,54.00,56.00,32.00,58.00,48.00
1089125,SF_CE,58.00,50.00,58.00,48.00,66.00,58.00
1087430,SF_DI,62.00,54.00,54.00,60.00,50.00,60.00
1089227,SF_DI,52.00,36.00,50.00,64.00,50.00,40.00
1089224,SF_DR,68.00,42.00,38.00,38.00,50.00,52.00
1085979,SF_DI,76.00,56.00,48.00,58.00,48.00,56.00
1089288,SF_DI,58.00,36.00,38.00,42.00,38.00,40.00
1089197,SF_DR,52.00,48.00,36.00,46.00,38.00,50.00
1089263,SF_DI,48.00,38.00,34.00,42.00,38.00,36.00
1089290,SF_DC,64.00,60.00,62.00,54.00,44.00,50.00
1089298,SF_DS,58.00,56.00,44.00,54.00,46.00,54.00
1089253,SF_DR,66.00,62.00,42.00,54.00,42.00,66.00
1089303,SF_IR,60.00,52.00,46.00,64.00,46.00,64.00
1089286,SF_DE,68.00,54.00,52.00,54.00,56.00,56.00
1089256,SF_DR,60.00,54.00,50.00,46.00,54.00,56.00
1089219,SF_DI,64.00,56.00,44.00,58.00,50.00,54.00
1089278,SF_DS,52.00,50.00,36.00,42.00,40.00,44.00
1089284,SF_DE,56.00,54.00,48.00,52.00,60.00,50.00
1089270,SF_DR,58.00,42.00,48.00,52.00,44.00,60.00
1089275,SF_IR,56.00,58.00,46.00,68.00,48.00,70.00
1089301,SF_DE,54.00,48.00,38.00,52.00,66.00,36.00
1089277,SF_SI,34.00,42.00,40.00,46.00,34.00,28.00
1089268,SF_DR,56.00,54.00,54.00,40.00,36.00,58.00
1089296,SF_DS,58.00,66.00,44.00,54.00,54.00,46.00
1089292,SF_DR,60.00,50.00,28.00,54.00,46.00,58.00
1089311,SF_DR,58.00,52.00,50.00,54.00,56.00,60.00
938986,SF_DI,70.00,64.00,58.00,70.00,58.00,62.00
1089300,SF_DR,66.00,64.00,60.00,48.00,54.00,64.00
1089304,SF_SI,50.00,56.00,54.00,60.00,46.00,54.00
1089150,SF_DS,56.00,48.00,38.00,46.00,40.00,46.00
1089327,SF_DC,60.00,52.00,56.00,54.00,50.00,52.00
1089289,SF_IR,48.00,48.00,34.00,54.00,44.00,56.00
1042461,SF_SI,48.00,60.00,44.00,54.00,44.00,52.00
1089320,SF_IE,66.00,48.00,48.00,68.00,68.00,64.00
1089328,SF_DR,60.00,46.00,52.00,54.00,46.00,62.00
1089239,SF_DS,58.00,44.00,22.00,30.00,24.00,22.00
1089302,SF_DE,62.00,44.00,42.00,44.00,48.00,44.00
1089315,SF_DR,52.00,40.00,26.00,38.00,28.00,46.00
1089314,SF_SR,48.00,62.00,50.00,54.00,58.00,68.00
1089308,SF_DR,58.00,38.00,56.00,46.00,54.00,60.00
1089321,SF_DR,66.00,44.00,38.00,58.00,54.00,64.00
1089323,SF_CI,56.00,50.00,58.00,60.00,42.00,48.00
1089319,SF_DE,66.00,46.00,36.00,50.00,64.00,48.00
963447,SF_DI,58.00,52.00,44.00,56.00,48.00,54.00
1089306,SF_CI,52.00,38.00,56.00,54.00,52.00,42.00
1089310,SF_SE,58.00,60.00,46.00,44.00,60.00,48.00
1089335,SF_DI,52.00,42.00,42.00,50.00,38.00,42.00
1089307,SF_DR,54.00,42.00,48.00,48.00,38.00,56.00
1076943,SF_DE,56.00,50.00,42.00,46.00,62.00,42.00
1087850,SF_DR,66.00,46.00,44.00,46.00,48.00,50.00
1089333,SF_DE,52.00,48.00,42.00,48.00,50.00,46.00
1089324,SF_DR,60.00,52.00,44.00,52.00,54.00,56.00
1089312,SF_DS,62.00,66.00,56.00,48.00,52.00,54.00
1089341,SF_DE,68.00,58.00,38.00,48.00,60.00,44.00
1085340,SF_SI,42.00,54.00,24.00,50.00,34.00,36.00
1089339,SF_IE,56.00,54.00,56.00,70.00,60.00,56.00
1089340,SF_DR,64.00,54.00,36.00,46.00,38.00,54.00
1089357,SF_DS,60.00,52.00,40.00,44.00,48.00,50.00
1089316,SF_SR,62.00,68.00,52.00,50.00,64.00,66.00
1089358,SF_CR,62.00,46.00,62.00,62.00,50.00,64.00
1087371,SF_DI,52.00,36.00,38.00,54.00,48.00,42.00
1089309,SF_DS,54.00,52.00,44.00,50.00,46.00,48.00
1089336,SF_DE,62.00,46.00,40.00,54.00,64.00,50.00
1089299,SF_DI,66.00,52.00,62.00,70.00,60.00,62.00
777499,SF_IR,42.00,40.00,40.00,52.00,34.00,46.00
1041920,SF_SC,36.00,58.00,54.00,48.00,38.00,52.00
1081617,SF_DS,44.00,46.00,26.00,20.00,36.00,28.00
1089343,SF_CE,44.00,54.00,58.00,56.00,60.00,48.00
1089359,SF_DI,60.00,44.00,58.00,62.00,52.00,58.00
1089338,SF_DR,54.00,36.00,34.00,52.00,44.00,68.00
1083181,SF_IE,44.00,52.00,42.00,56.00,62.00,46.00
1089365,SF_DE,64.00,50.00,48.00,60.00,66.00,50.00
1089355,SF_ER,52.00,44.00,50.00,50.00,62.00,54.00
1089346,SF_DI,60.00,56.00,34.00,58.00,46.00,42.00
1089363,SF_DS,60.00,52.00,46.00,30.00,34.00,40.00
1089347,SF_DR,48.00,42.00,28.00,38.00,38.00,50.00
1089356,SF_DI,50.00,46.00,44.00,48.00,32.00,42.00
1089353,SF_DS,70.00,54.00,36.00,40.00,42.00,44.00
1079328,SF_DR,58.00,32.00,30.00,40.00,42.00,46.00
1089361,SF_DS,62.00,60.00,44.00,58.00,36.00,38.00
1089337,SF_DC,68.00,38.00,48.00,44.00,44.00,42.00
1089375,SF_DR,68.00,44.00,38.00,38.00,42.00,48.00
1080534,SF_DR,62.00,54.00,56.00,52.00,44.00,60.00
619176,SF_DR,60.00,52.00,56.00,58.00,46.00,62.00
1089364,SF_IR,54.00,44.00,54.00,64.00,46.00,58.00
1089371,SF_DI,56.00,48.00,42.00,60.00,48.00,50.00
1087255,SF_DI,56.00,48.00,36.00,52.00,40.00,48.00
1089369,SF_DI,66.00,52.00,54.00,66.00,42.00,66.00
761885,SF_DS,60.00,58.00,46.00,56.00,48.00,44.00
1089317,SF_DI,56.00,40.00,42.00,58.00,42.00,54.00
1089313,SF_DS,56.00,50.00,22.00,32.00,36.00,44.00
1088362,SF_DI,64.00,50.00,58.00,62.00,56.00,60.00
1089378,SF_DS,58.00,52.00,38.00,38.00,24.00,50.00
1089395,SF_DS,54.00,44.00,30.00,42.00,38.00,42.00
1089376,SF_DI,66.00,50.00,52.00,56.00,46.00,50.00
1089386,SF_DI,68.00,56.00,46.00,58.00,54.00,56.00
1089354,SF_CE,40.00,42.00,48.00,36.00,60.00,42.00
1089258,SF_DE,62.00,52.00,56.00,56.00,58.00,56.00
1089370,SF_IE,58.00,46.00,46.00,62.00,76.00,60.00
1089390,SF_SR,44.00,58.00,36.00,46.00,48.00,54.00
548178,SF_DE,72.00,48.00,42.00,56.00,56.00,48.00
1084641,SF_SR,44.00,50.00,36.00,38.00,34.00,68.00
1089377,SF_CR,62.00,60.00,64.00,62.00,62.00,66.00
1089389,SF_DE,52.00,50.00,20.00,20.00,54.00,42.00
511406,SF_DR,58.00,48.00,34.00,26.00,20.00,50.00
1089360,SF_DR,66.00,46.00,52.00,50.00,58.00,62.00
1089381,SF_DI,66.00,38.00,42.00,62.00,54.00,60.00
1089351,SF_DE,70.00,44.00,46.00,66.00,68.00,62.00
1089380,SF_DI,68.00,58.00,50.00,64.00,60.00,56.00
1089391,SF_DI,56.00,38.00,42.00,60.00,36.00,46.00
1089392,SF_CI,46.00,38.00,52.00,50.00,36.00,44.00
1089362,SF_CE,62.00,50.00,66.00,64.00,64.00,64.00
1089403,SF_IR,30.00,38.00,36.00,42.00,36.00,44.00
1084759,SF_SI,48.00,50.00,30.00,64.00,44.00,40.00
1089383,SF_DI,50.00,32.00,22.00,44.00,38.00,42.00
788411,SF_SR,52.00,62.00,40.00,58.00,42.00,64.00
1083983,SF_IE,60.00,46.00,46.00,62.00,68.00,58.00
1089425,SF_SE,52.00,56.00,50.00,46.00,58.00,48.00
1089400,SF_DE,60.00,42.00,48.00,48.00,62.00,48.00
1089408,SF_DI,66.00,48.00,42.00,54.00,42.00,54.00
1086874,SF_DR,62.00,48.00,44.00,46.00,48.00,50.00
1083997,SF_DS,64.00,62.00,40.00,48.00,46.00,52.00
1086762,SF_SE,54.00,58.00,40.00,54.00,64.00,48.00
793167,SF_SR,44.00,54.00,42.00,50.00,52.00,60.00
1026168,SF_SI,52.00,64.00,36.00,62.00,34.00,54.00
1089419,SF_IR,28.00,54.00,52.00,56.00,52.00,60.00
1089414,SF_DI,50.00,48.00,48.00,58.00,34.00,48.00
546344,SF_IR,52.00,42.00,28.00,64.00,48.00,54.00
1089393,SF_SR,32.00,34.00,24.00,30.00,18.00,50.00
1089437,SF_DR,58.00,42.00,52.00,56.00,52.00,58.00
1089438,SF_DE,60.00,56.00,48.00,54.00,62.00,52.00
1089426,SF_DR,62.00,54.00,30.00,58.00,54.00,66.00
1089436,SF_DR,62.00,58.00,52.00,58.00,56.00,66.00
1084436,SF_DS,42.00,44.00,40.00,40.00,38.00,40.00
1089434,SF_DR,50.00,42.00,40.00,40.00,28.00,44.00
1089457,SF_DE,62.00,44.00,52.00,56.00,60.00,56.00
1089427,SF_DI,58.00,38.00,42.00,56.00,48.00,40.00
1089373,SF_CR,48.00,56.00,58.00,46.00,44.00,62.00
1089424,SF_DE,62.00,48.00,52.00,56.00,60.00,58.00
1047355,SF_DR,60.00,50.00,54.00,54.00,54.00,62.00
1082445,SF_DI,60.00,50.00,48.00,66.00,52.00,50.00
1089465,SF_SR,50.00,54.00,34.00,40.00,44.00,52.00
1089453,SF_SE,52.00,58.00,40.00,36.00,56.00,48.00
1089432,SF_DI,68.00,54.00,44.00,56.00,48.00,46.00
1089442,SF_DE,68.00,64.00,50.00,54.00,68.00,68.00
1089462,SF_DR,62.00,58.00,58.00,52.00,46.00,64.00
1089447,SF_DS,66.00,62.00,54.00,42.00,56.00,42.00
1089367,SF_DS,64.00,68.00,40.00,56.00,50.00,58.00
1089470,SF_DI,50.00,44.00,36.00,54.00,38.00,48.00
1089446,SF_DR,52.00,42.00,16.00,24.00,24.00,44.00
1089443,SF_DC,66.00,58.00,62.00,56.00,52.00,62.00
1089448,SF_DI,54.00,44.00,36.00,64.00,50.00,52.00
1089458,SF_DS,58.00,52.00,34.00,48.00,46.00,50.00
